PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31876203","New developments in the field of mastocytosis and mast cell activation syndromes: a summary of the Annual Meeting of the European Competence Network on Mastocytosis (ECNM) 2019","Arock M, Sotlar K, Gotlib J, Sperr WR, Hartmann K, Schwartz LB, Akin C, Horny HP, Valent P.","Leuk Lymphoma. 2020 May;61(5):1075-1083. doi: 10.1080/10428194.2019.1703974. Epub 2019 Dec 26.","Arock M","Leuk Lymphoma","2020","2019/12/27","PMC7115828","EMS87080","10.1080/10428194.2019.1703974"
"31802761","The Spectrum of Aggressive Mastocytosis: A Workshop Report and Literature Review","Leguit R, Hebeda K, Kremer M, van der Walt J, Gianelli U, Tzankov A, Orazi A.","Pathobiology. 2020;87(1):2-19. doi: 10.1159/000504099. Epub 2019 Dec 4.","Leguit R","Pathobiology","2020","2019/12/06","PMC7158230","","10.1159/000504099"
"31780602","Recurrent swelling and pain in the abdomen and joints in a patient with hereditary angioedema and Ehlers-Danlos syndrome","Dang MT, Ambort A, Arrey-Mensah A.","BMJ Case Rep. 2019 Nov 27;12(11):e231484. doi: 10.1136/bcr-2019-231484.","Dang MT","BMJ Case Rep","2019","2019/11/30","PMC6887422","","10.1136/bcr-2019-231484"
"31776770","Mast cell activation in the context of elevated basal serum tryptase: genetics and presentations","Khoury P, Lyons JJ.","Curr Allergy Asthma Rep. 2019 Nov 27;19(12):55. doi: 10.1007/s11882-019-0887-x.","Khoury P","Curr Allergy Asthma Rep","2019","2019/11/29","","","10.1007/s11882-019-0887-x"
"31576204","Successful treatment of idiopathic mast cell activation syndrome with low-dose Omalizumab","Berry R, Hollingsworth P, Lucas M.","Clin Transl Immunology. 2019 Sep 30;8(10):e01075. doi: 10.1002/cti2.1075. eCollection 2019.","Berry R","Clin Transl Immunology","2019","2019/10/03","PMC6768441","","10.1002/cti2.1075"
"31263355","The role of mast cells in pediatric gastrointestinal disease","Ravanbakhsh N, Kesavan A.","Ann Gastroenterol. 2019 Jul-Aug;32(4):338-345. doi: 10.20524/aog.2019.0378. Epub 2019 Apr 22.","Ravanbakhsh N","Ann Gastroenterol","2019","2019/07/03","PMC6595934","","10.20524/aog.2019.0378"
"31256161","Why the 20% + 2 Tryptase Formula Is a Diagnostic Gold Standard for Severe Systemic Mast Cell Activation and Mast Cell Activation Syndrome","Valent P, Bonadonna P, Hartmann K, Broesby-Olsen S, Brockow K, Butterfield JH, Triggiani M, Lyons JJ, Oude Elberink JNG, Arock M, Metcalfe DD, Akin C.","Int Arch Allergy Immunol. 2019;180(1):44-51. doi: 10.1159/000501079. Epub 2019 Jun 28.","Valent P","Int Arch Allergy Immunol","2019","2019/07/01","PMC7115850","EMS87359","10.1159/000501079"
"31216696","Multidisciplinary Challenges in Mastocytosis and How to Address with Personalized Medicine Approaches","Valent P, Akin C, Gleixner KV, Sperr WR, Reiter A, Arock M, Triggiani M.","Int J Mol Sci. 2019 Jun 18;20(12):2976. doi: 10.3390/ijms20122976.","Valent P","Int J Mol Sci","2019","2019/06/21","PMC6627900","","10.3390/ijms20122976"
"31193689","Immediate Hypersensitivity to Contrast Agents: The French 5-year CIRTACI Study","Clement O, Dewachter P, Mouton-Faivre C, Nevoret C, Guilloux L, Bloch Morot E, Katsahian S, Laroche D; investigators of the CIRTACI study; Audebert M, Benabes-Jezraoui B, Benoit Y, Beot S, Berard F, Berthezene Y, Bertrand P, Bouffard J, Bourrain JL, Boyer B, Carette MF, Caron-Poitreau C, Cavestri B, Cercueil JP, Charpin DA, Collet E, Crombe-Ternamian A, Dalmas J, Decoux E, Defrance MF, Delaval Y, Demoly P, Depriester C, Depriester P, Didier A, Drouet M, Dupas B, Dupre-Goetchebeur D, Dzviga C, Fabre C, Ferretti G, Fourre-Jullian C, Girardin P, Giron J, Gouitaa M, Grenier N, Guenard Bilbault L, Guez S, Gunera-Saad N, Heautot JF, Herbin D, Hoarau C, Jacquot C, Julien C, Laborie L, Lambert C, Larroche P, Leclerc X, Lemaitre L, Leynadier F, Lillo-Le-Louet A, Louvel JP, Louvier N, Lucas MM, Meites G, Mennesson N, Metge L, Meunier Y, Monnier-Cholley L, Musacchio M, Nicolie B, Occelli G, Oesterle H, Paisant-Thouveny F, Panuel M, Railhac N, Rety-Jacob F, Rochefort-Morel C, Roy C, Sarlieve P, Sesay M, Sgro C, Taourel P, Terrier P, Theissen O, Topenot I, Valfrey J, Veillon F, Vergnaud MC, Veyret C, Vincent D, Wallaert B, Wessel F, Zins M.","EClinicalMedicine. 2018 Jul 28;1:51-61. doi: 10.1016/j.eclinm.2018.07.002. eCollection 2018 Jul.","Clement O","EClinicalMedicine","2018","2019/06/14","PMC6537532","","10.1016/j.eclinm.2018.07.002"
"31024519","Biomarkers in Human Anaphylaxis: A Critical Appraisal of Current Evidence and Perspectives","Beck SC, Wilding T, Buka RJ, Baretto RL, Huissoon AP, Krishna MT.","Front Immunol. 2019 Apr 5;10:494. doi: 10.3389/fimmu.2019.00494. eCollection 2019.","Beck SC","Front Immunol","2019","2019/04/27","PMC6459955","","10.3389/fimmu.2019.00494"
"30884251","Recent advances in our understanding of mast cell activation - or should it be mast cell mediator disorders?","Theoharides TC, Tsilioni I, Ren H.","Expert Rev Clin Immunol. 2019 Jun;15(6):639-656. doi: 10.1080/1744666X.2019.1596800. Epub 2019 Apr 22.","Theoharides TC","Expert Rev Clin Immunol","2019","2019/03/19","PMC7003574","NIHMS1035568","10.1080/1744666X.2019.1596800"
"30874862","[Surgical interventions in patients with systemic mast cell activation disease : Recommendations for perioperative management]","Sido B, Homann J, Hertfelder HJ, Zienkiewicz T, Christians KP, Schablin P, Mücke M, Molderings GJ.","Chirurg. 2019 Jul;90(7):548-556. doi: 10.1007/s00104-019-0935-z.","Sido B","Chirurg","2019","2019/03/16","","","10.1007/s00104-019-0935-z"
"30847528","Higher prevalence of vertebral fractures in systemic mastocytosis, but not in cutaneous mastocytosis and idiopathic mast cell activation syndrome","Degboé Y, Eischen M, Apoil PA, Mailhol C, Dubreuil P, Hermine O, Paul C, Bulai Livideanu C, Laroche M.","Osteoporos Int. 2019 Jun;30(6):1235-1241. doi: 10.1007/s00198-019-04918-7. Epub 2019 Mar 7.","Degboé Y","Osteoporos Int","2019","2019/03/09","","","10.1007/s00198-019-04918-7"
"30737190","Proposed Diagnostic Algorithm for Patients with Suspected Mast Cell Activation Syndrome","Valent P, Akin C, Bonadonna P, Hartmann K, Brockow K, Niedoszytko M, Nedoszytko B, Siebenhaar F, Sperr WR, Oude Elberink JNG, Butterfield JH, Alvarez-Twose I, Sotlar K, Reiter A, Kluin-Nelemans HC, Hermine O, Gotlib J, Broesby-Olsen S, Orfao A, Horny HP, Triggiani M, Arock M, Schwartz LB, Metcalfe DD.","J Allergy Clin Immunol Pract. 2019 Apr;7(4):1125-1133.e1. doi: 10.1016/j.jaip.2019.01.006. Epub 2019 Feb 5.","Valent P","J Allergy Clin Immunol Pract","2019","2019/02/10","PMC6643056","NIHMS1518625","10.1016/j.jaip.2019.01.006"
"30416055","The Data Registry of the European Competence Network on Mastocytosis (ECNM): Set Up, Projects, and Perspectives","Valent P, Oude Elberink JNG, Gorska A, Lange M, Zanotti R, van Anrooij B, Bonifacio M, Bonadonna P, Gleixner KV, Hadzijusufovic E, Perkins C, Hartmann K, Illerhaus A, Merante S, Elena C, Shoumariyeh K, von Bubnoff N, Parente R, Triggiani M, Schwaab J, Jawhar M, Caroppo F, Fortina AB, Brockow K, David Fuchs, Greul R, Yavuz AS, Doubek M, Mattsson M, Hagglund H, Panse J, Sabato V, Aberer E, Al-Ali HK, Morren MA, Varkonyi J, Zink A, Niedoszytko M, Niederwieser D, Malcovati L, Reiter A, Kennedy V, Gotlib J, Lortholary O, Hermine O, Arock M, Kluin-Nelemans H, Sperr WR; Study Group of the European Competence Network on Mastocytosis (ECNM).","J Allergy Clin Immunol Pract. 2019 Jan;7(1):81-87. doi: 10.1016/j.jaip.2018.09.024. Epub 2018 Nov 8.","Valent P","J Allergy Clin Immunol Pract","2019","2018/11/13","PMC7115815","EMS87071","10.1016/j.jaip.2018.09.024"
"30136349","Comparative oncology: The paradigmatic example of canine and human mast cell neoplasms","Willmann M, Hadzijusufovic E, Hermine O, Dacasto M, Marconato L, Bauer K, Peter B, Gamperl S, Eisenwort G, Jensen-Jarolim E, Müller M, Arock M, Vail DM, Valent P.","Vet Comp Oncol. 2019 Mar;17(1):1-10. doi: 10.1111/vco.12440. Epub 2018 Sep 24.","Willmann M","Vet Comp Oncol","2019","2018/08/24","PMC6378619","","10.1111/vco.12440"
"30048767","Elevation in histamine and tryptase following exercise in patients with mastocytosis","Kulinski JM, Metcalfe DD, Young ML, Bai Y, Yin Y, Eisch R, Scott LM, Komarow HD.","J Allergy Clin Immunol Pract. 2019 Apr;7(4):1310-1313.e2. doi: 10.1016/j.jaip.2018.07.008. Epub 2018 Jul 23.","Kulinski JM","J Allergy Clin Immunol Pract","2019","2018/07/27","PMC6344323","NIHMS1503898","10.1016/j.jaip.2018.07.008"
"30007464","Nonclonal Mast Cell Activation Syndrome: A Growing Body of Evidence","Hamilton MJ.","Immunol Allergy Clin North Am. 2018 Aug;38(3):469-481. doi: 10.1016/j.iac.2018.04.002. Epub 2018 Jun 9.","Hamilton MJ","Immunol Allergy Clin North Am","2018","2018/07/16","PMC6049091","NIHMS957864","10.1016/j.iac.2018.04.002"
"30003499","Gastrointestinal Manifestations of Hypereosinophilic Syndromes and Mast Cell Disorders: a Comprehensive Review","Nanagas VC, Kovalszki A.","Clin Rev Allergy Immunol. 2019 Oct;57(2):194-212. doi: 10.1007/s12016-018-8695-y.","Nanagas VC","Clin Rev Allergy Immunol","2019","2018/07/14","","","10.1007/s12016-018-8695-y"
"29951321","Management of a Parturient with Mast Cell Activation Syndrome: An Anesthesiologist's Experience","Kumaraswami S, Farkas G.","Case Rep Anesthesiol. 2018 May 22;2018:8920921. doi: 10.1155/2018/8920921. eCollection 2018.","Kumaraswami S","Case Rep Anesthesiol","2018","2018/06/29","PMC5987329","","10.1155/2018/8920921"
"29950872","Anaphylaxis in the 21st century: phenotypes, endotypes, and biomarkers","Jimenez-Rodriguez TW, Garcia-Neuer M, Alenazy LA, Castells M.","J Asthma Allergy. 2018 Jun 20;11:121-142. doi: 10.2147/JAA.S159411. eCollection 2018.","Jimenez-Rodriguez TW","J Asthma Allergy","2018","2018/06/29","PMC6016596","","10.2147/JAA.S159411"
"29943373","Postural Orthostatic Tachycardia Syndrome: Prevalence, Pathophysiology, and Management","Zadourian A, Doherty TA, Swiatkiewicz I, Taub PR.","Drugs. 2018 Jul;78(10):983-994. doi: 10.1007/s40265-018-0931-5.","Zadourian A","Drugs","2018","2018/06/27","","","10.1007/s40265-018-0931-5"
"29928922","Mast cell activation syndrome: Importance of consensus criteria and call for research","Valent P, Akin C, Bonadonna P, Hartmann K, Broesby-Olsen S, Brockow K, Butterfield JH, Reiter A, Gotlib J, Castells M, Milner JD, Carter MC, Komarow H, Radia D, Pardanani A, Sotlar K, Triggiani M, Horny HP, Arock M, Schwartz LB, Metcalfe DD.","J Allergy Clin Immunol. 2018 Sep;142(3):1008-1010. doi: 10.1016/j.jaci.2018.06.004. Epub 2018 Jun 19.","Valent P","J Allergy Clin Immunol","2018","2018/06/22","PMC7115848","EMS87357","10.1016/j.jaci.2018.06.004"
"29637062","Idiopathic Mast Cell Activation Syndrome With Associated Salicylate Intolerance","Rechenauer T, Raithel M, Götze T, Siebenlist G, Rückel A, Baenkler HW, Hartmann A, Haller F, Hoerning A.","Front Pediatr. 2018 Mar 27;6:73. doi: 10.3389/fped.2018.00073. eCollection 2018.","Rechenauer T","Front Pediatr","2018","2018/04/12","PMC5881244","","10.3389/fped.2018.00073"
"29577987","Generalized pruritus relieved by NSAIDs in the setting of mast cell activation syndrome","Kesterson K, Nahmias Z, Brestoff JR, Bodet ND, Kau A, Kim BS.","J Allergy Clin Immunol Pract. 2018 Nov-Dec;6(6):2130-2131. doi: 10.1016/j.jaip.2018.03.002. Epub 2018 Mar 23.","Kesterson K","J Allergy Clin Immunol Pract","2018","2018/03/27","PMC7251497","NIHMS1543467","10.1016/j.jaip.2018.03.002"
"29225792","Epigenetic and transcriptional control of mast cell responses","Monticelli S, Leoni C.","F1000Res. 2017 Nov 29;6:2064. doi: 10.12688/f1000research.12384.1. eCollection 2017.","Monticelli S","F1000Res","2017","2017/12/12","PMC5710380","","10.12688/f1000research.12384.1"
"29161766","Identification of alpha-gal sensitivity in patients with a diagnosis of idiopathic anaphylaxis","Carter MC, Ruiz-Esteves KN, Workman L, Lieberman P, Platts-Mills TAE, Metcalfe DD.","Allergy. 2018 May;73(5):1131-1134. doi: 10.1111/all.13366. Epub 2017 Dec 27.","Carter MC","Allergy","2018","2017/11/22","PMC7254893","NIHMS1025407","10.1111/all.13366"
"29033257","Chromogranin A is not a biomarker of mastocytosis","Hanjra P, Lee CR, Maric I, Carter M, Olivera A, Metcalfe DD, Komarow HD.","J Allergy Clin Immunol Pract. 2018 Mar-Apr;6(2):687-689.e4. doi: 10.1016/j.jaip.2017.08.022. Epub 2017 Oct 13.","Hanjra P","J Allergy Clin Immunol Pract","2018","2017/10/17","PMC5845814","NIHMS903148","10.1016/j.jaip.2017.08.022"
"28956253","Invited Commentary: Mast Cell Activation","Castells MC.","Curr Allergy Asthma Rep. 2017 Sep 27;17(10):73. doi: 10.1007/s11882-017-0741-y.","Castells MC","Curr Allergy Asthma Rep","2017","2017/09/29","","","10.1007/s11882-017-0741-y"
"28740494","Insights in Anaphylaxis and Clonal Mast Cell Disorders","González-de-Olano D, Álvarez-Twose I.","Front Immunol. 2017 Jul 10;8:792. doi: 10.3389/fimmu.2017.00792. eCollection 2017.","González-de-Olano D","Front Immunol","2017","2017/07/26","PMC5502410","","10.3389/fimmu.2017.00792"
"28629749","A distinct biomolecular profile identifies monoclonal mast cell disorders in patients with idiopathic anaphylaxis","Carter MC, Desai A, Komarow HD, Bai Y, Clayton ST, Clark AS, Ruiz-Esteves KN, Long LM, Cantave D, Wilson TM, Scott LM, Simakova O, Jung MY, Hahn J, Maric I, Metcalfe DD.","J Allergy Clin Immunol. 2018 Jan;141(1):180-188.e3. doi: 10.1016/j.jaci.2017.05.036. Epub 2017 Jun 16.","Carter MC","J Allergy Clin Immunol","2018","2017/06/21","PMC6311988","NIHMS893690","10.1016/j.jaci.2017.05.036"
"28386644","Mutational profiling in the peripheral blood leukocytes of patients with systemic mast cell activation syndrome using next-generation sequencing","Altmüller J, Haenisch B, Kawalia A, Menzen M, Nöthen MM, Fier H, Molderings GJ.","Immunogenetics. 2017 Jun;69(6):359-369. doi: 10.1007/s00251-017-0981-y. Epub 2017 Apr 6.","Altmüller J","Immunogenetics","2017","2017/04/08","","","10.1007/s00251-017-0981-y"
"28262205","Characterization of Mast Cell Activation Syndrome","Afrin LB, Self S, Menk J, Lazarchick J.","Am J Med Sci. 2017 Mar;353(3):207-215. doi: 10.1016/j.amjms.2016.12.013. Epub 2016 Dec 16.","Afrin LB","Am J Med Sci","2017","2017/03/07","PMC5341697","NIHMS837183","10.1016/j.amjms.2016.12.013"
"28254862","Advances in the Classification and Treatment of Mastocytosis: Current Status and Outlook toward the Future","Valent P, Akin C, Hartmann K, Nilsson G, Reiter A, Hermine O, Sotlar K, Sperr WR, Escribano L, George TI, Kluin-Nelemans HC, Ustun C, Triggiani M, Brockow K, Gotlib J, Orfao A, Schwartz LB, Broesby-Olsen S, Bindslev-Jensen C, Kovanen PT, Galli SJ, Austen KF, Arber DA, Horny HP, Arock M, Metcalfe DD.","Cancer Res. 2017 Mar 15;77(6):1261-1270. doi: 10.1158/0008-5472.CAN-16-2234. Epub 2017 Mar 2.","Valent P","Cancer Res","2017","2017/03/04","PMC5354959","NIHMS846955","10.1158/0008-5472.CAN-16-2234"
"27942432","Mast Cell Clonal Disorders: Classification, Diagnosis and Management","Onnes MC, Tanno LK, Elberink JN.","Curr Treat Options Allergy. 2016;3(4):453-464. doi: 10.1007/s40521-016-0103-3. Epub 2016 Nov 8.","Onnes MC","Curr Treat Options Allergy","2016","2016/12/13","PMC5121168","","10.1007/s40521-016-0103-3"
"27909577","Advances in the understanding and clinical management of mastocytosis and clonal mast cell activation syndromes","González-de-Olano D, Matito A, Orfao A, Escribano L.","F1000Res. 2016 Nov 14;5:2666. doi: 10.12688/f1000research.9565.1. eCollection 2016.","González-de-Olano D","F1000Res","2016","2016/12/03","PMC5112577","","10.12688/f1000research.9565.1"
"27822074","Diagnosis of exercise-induced anaphylaxis: current insights","Pravettoni V, Incorvaia C.","J Asthma Allergy. 2016 Oct 27;9:191-198. doi: 10.2147/JAA.S109105. eCollection 2016.","Pravettoni V","J Asthma Allergy","2016","2016/11/09","PMC5089823","","10.2147/JAA.S109105"
"27765461","Anaphylaxis Conundrum: A Trojan Horse Phenomenon","Esquivel A, Busse WW.","J Allergy Clin Immunol Pract. 2017 Mar-Apr;5(2):325-329. doi: 10.1016/j.jaip.2016.08.008. Epub 2016 Oct 17.","Esquivel A","J Allergy Clin Immunol Pract","2017","2016/10/22","PMC5346333","NIHMS823881","10.1016/j.jaip.2016.08.008"
"27660640","A novel combination of an IgE mediated adult onset food allergy and a suspected mast cell activation syndrome presenting as anaphylaxis","Barber C, Kalicinsky C.","Allergy Asthma Clin Immunol. 2016 Sep 17;12:46. doi: 10.1186/s13223-016-0151-z. eCollection 2016.","Barber C","Allergy Asthma Clin Immunol","2016","2016/09/24","PMC5027085","","10.1186/s13223-016-0151-z"
"27284298","MicroRNA-223 promotes mast cell apoptosis by targeting the insulin-like growth factor 1 receptor","Gao H, Deng H, Xu H, Yang Q, Zhou Y, Zhang J, Zhao D, Liu F.","Exp Ther Med. 2016 Jun;11(6):2171-2176. doi: 10.3892/etm.2016.3227. Epub 2016 Apr 5.","Gao H","Exp Ther Med","2016","2016/06/11","PMC4887759","","10.3892/etm.2016.3227"
"27277133","Diagnoses and Management of Drug Hypersensitivity and Anaphylaxis in Cancer and Chronic Inflammatory Diseases: Reactions to Taxanes and Monoclonal Antibodies","Bonamichi-Santos R, Castells M.","Clin Rev Allergy Immunol. 2018 Jun;54(3):375-385. doi: 10.1007/s12016-016-8556-5.","Bonamichi-Santos R","Clin Rev Allergy Immunol","2018","2016/06/10","","","10.1007/s12016-016-8556-5"
"27132234","Pharmacological treatment options for mast cell activation disease","Molderings GJ, Haenisch B, Brettner S, Homann J, Menzen M, Dumoulin FL, Panse J, Butterfield J, Afrin LB.","Naunyn Schmiedebergs Arch Pharmacol. 2016 Jul;389(7):671-94. doi: 10.1007/s00210-016-1247-1. Epub 2016 Apr 30.","Molderings GJ","Naunyn Schmiedebergs Arch Pharmacol","2016","2016/05/02","PMC4903110","","10.1007/s00210-016-1247-1"
"27086366","The Role of TRAF4 and B3GAT1 Gene Expression in the Food Hypersensitivity and Insect Venom Allergy in Mastocytosis","Górska A, Gruchała-Niedoszytko M, Niedoszytko M, Maciejewska A, Chełmińska M, Skrzypski M, Wasąg B, Kaczkan M, Lange M, Nedoszytko B, Pawłowski R, Małgorzewicz S, Jassem E.","Arch Immunol Ther Exp (Warsz). 2016 Dec;64(6):497-503. doi: 10.1007/s00005-016-0397-7. Epub 2016 Apr 16.","Górska A","Arch Immunol Ther Exp (Warsz)","2016","2016/04/18","PMC5085980","","10.1007/s00005-016-0397-7"
"27039234","Antibiotics Are the Most Commonly Identified Cause of Perioperative Hypersensitivity Reactions","Kuhlen JL Jr, Camargo CA Jr, Balekian DS, Blumenthal KG, Guyer A, Morris T, Long A, Banerji A.","J Allergy Clin Immunol Pract. 2016 Jul-Aug;4(4):697-704. doi: 10.1016/j.jaip.2016.02.008. Epub 2016 Mar 30.","Kuhlen JL Jr","J Allergy Clin Immunol Pract","2016","2016/04/04","PMC4939134","NIHMS778074","10.1016/j.jaip.2016.02.008"
"26918144","Management and Prevention of Anaphylaxis","Irani AM, Akl EG.","F1000Res. 2015 Dec 22;4:F1000 Faculty Rev-1492. doi: 10.12688/f1000research.7181.1. eCollection 2015.","Irani AM","F1000Res","2015","2016/02/27","PMC4754021","","10.12688/f1000research.7181.1"
"26904159","Biomarkers of the involvement of mast cells, basophils and eosinophils in asthma and allergic diseases","Metcalfe DD, Pawankar R, Ackerman SJ, Akin C, Clayton F, Falcone FH, Gleich GJ, Irani AM, Johansson MW, Klion AD, Leiferman KM, Levi-Schaffer F, Nilsson G, Okayama Y, Prussin C, Schroeder JT, Schwartz LB, Simon HU, Walls AF, Triggiani M.","World Allergy Organ J. 2016 Feb 11;9:7. doi: 10.1186/s40413-016-0094-3. eCollection 2016.","Metcalfe DD","World Allergy Organ J","2016","2016/02/24","PMC4751725","","10.1186/s40413-016-0094-3"
"26857018","Mast Cells and Anaphylaxis","Lieberman P, Garvey LH.","Curr Allergy Asthma Rep. 2016 Mar;16(3):20. doi: 10.1007/s11882-016-0598-5.","Lieberman P","Curr Allergy Asthma Rep","2016","2016/02/10","","","10.1007/s11882-016-0598-5"
"26714690","Hymenoptera Allergy and Mast Cell Activation Syndromes","Bonadonna P, Bonifacio M, Lombardo C, Zanotti R.","Curr Allergy Asthma Rep. 2016 Jan;16(1):5. doi: 10.1007/s11882-015-0582-5.","Bonadonna P","Curr Allergy Asthma Rep","2016","2015/12/31","","","10.1007/s11882-015-0582-5"
"26690128","Mast Cell-Mediated Mechanisms of Nociception","Aich A, Afrin LB, Gupta K.","Int J Mol Sci. 2015 Dec 4;16(12):29069-92. doi: 10.3390/ijms161226151.","Aich A","Int J Mol Sci","2015","2015/12/23","PMC4691098","","10.3390/ijms161226151"
"26545382","Clinical and Molecular Diagnostic Evaluation of Systemic Mastocytosis in the South-Eastern Hungarian Population Between 2001-2013--A Single Centre Experience","Marton I, Krenács L, Bagdi E, Bakos A, Demeter J, Borbényi Z.","Pathol Oncol Res. 2016 Apr;22(2):293-9. doi: 10.1007/s12253-015-9948-1. Epub 2015 Nov 6.","Marton I","Pathol Oncol Res","2016","2015/11/08","","","10.1007/s12253-015-9948-1"
"26447996","A French National Survey on Clotting Disorders in Mastocytosis","Carvalhosa AB, Aouba A, Damaj G, Canioni D, Brouzes C, Gyan E, Durupt S, Durieu I, Cathebras P, Costédoat-Chalumeau N, Launay D, Pilmis B, Barete S, Frenzel L, Lortholary O, Hermine O, Hermans C, Chandesris MO.","Medicine (Baltimore). 2015 Oct;94(40):e1414. doi: 10.1097/MD.0000000000001414.","Carvalhosa AB","Medicine (Baltimore)","2015","2015/10/09","PMC4616764","","10.1097/MD.0000000000001414"
"26261470","Systemic mastocytosis presenting with gastrointestinal, bone and skin involvement","Rosignuolo M, Muscianese M, Pranteda G.","J Ultrasound. 2014 Apr 8;18(3):287-92. doi: 10.1007/s40477-014-0090-9. eCollection 2015 Sep.","Rosignuolo M","J Ultrasound","2014","2015/08/12","PMC4529422","","10.1007/s40477-014-0090-9"
"26246897","Clinical development methodology for infusion-related reactions with monoclonal antibodies","Doessegger L, Banholzer ML.","Clin Transl Immunology. 2015 Jul 17;4(7):e39. doi: 10.1038/cti.2015.14. eCollection 2015 Jul.","Doessegger L","Clin Transl Immunology","2015","2015/08/07","PMC4524952","","10.1038/cti.2015.14"
"26190965","Brain ""fog,"" inflammation and obesity: key aspects of neuropsychiatric disorders improved by luteolin","Theoharides TC, Stewart JM, Hatziagelaki E, Kolaitis G.","Front Neurosci. 2015 Jul 3;9:225. doi: 10.3389/fnins.2015.00225. eCollection 2015.","Theoharides TC","Front Neurosci","2015","2015/07/21","PMC4490655","","10.3389/fnins.2015.00225"
"26149588","Hymenoptera Anaphylaxis and C-kit Mutations: An Unexpected Association","Bonadonna P, Bonifacio M, Lombardo C, Zanotti R.","Curr Allergy Asthma Rep. 2015 Aug;15(8):49. doi: 10.1007/s11882-015-0550-0.","Bonadonna P","Curr Allergy Asthma Rep","2015","2015/07/08","","","10.1007/s11882-015-0550-0"
"26140850","FDG-PET/CT findings in systemic mastocytosis: a French multicentre study","Djelbani-Ahmed S, Chandesris MO, Mekinian A, Canioni D, Brouzes C, Hanssens K, Pop G, Durieu I, Durupt S, Grosbois B, Besnard S, Tournilhac O, Beyne-Rauzy O, Agapé P, Delmer A, Ranta D, Jeandel PY, Georgin-Lavialle S, Frenzel L, Damaj G, Eder V, Lortholary O, Hermine O, Fain O, Soussan M.","Eur J Nucl Med Mol Imaging. 2015 Dec;42(13):2013-20. doi: 10.1007/s00259-015-3117-3. Epub 2015 Jul 5.","Djelbani-Ahmed S","Eur J Nucl Med Mol Imaging","2015","2015/07/05","","","10.1007/s00259-015-3117-3"
"26036415","Critical care management of systemic mastocytosis: when every wasp is a killer bee","van der Weide HY, van Westerloo DJ, van den Bergh WM.","Crit Care. 2015 Jun 3;19(1):238. doi: 10.1186/s13054-015-0956-z.","van der Weide HY","Crit Care","2015","2015/06/04","PMC4453286","","10.1186/s13054-015-0956-z"
"26002753","Nilotinib in patients with systemic mastocytosis: analysis of the phase 2, open-label, single-arm nilotinib registration study","Hochhaus A, Baccarani M, Giles FJ, le Coutre PD, Müller MC, Reiter A, Santanastasio H, Leung M, Novick S, Kantarjian HM.","J Cancer Res Clin Oncol. 2015 Nov;141(11):2047-60. doi: 10.1007/s00432-015-1988-0. Epub 2015 May 23.","Hochhaus A","J Cancer Res Clin Oncol","2015","2015/05/24","PMC4768228","","10.1007/s00432-015-1988-0"
"25976440","A 60-year-old woman with recurrent episodes of flushing, urticaria, and angioedema","Patel SV, Baldwin JL.","Allergy Asthma Proc. 2015 May-Jun;36(3):230-3. doi: 10.2500/aap.2015.36.3836.","Patel SV","Allergy Asthma Proc","2015","2015/05/16","PMC4405605","","10.2500/aap.2015.36.3836"
"25958181","Mast cell proteases as pharmacological targets","Caughey GH.","Eur J Pharmacol. 2016 May 5;778:44-55. doi: 10.1016/j.ejphar.2015.04.045. Epub 2015 May 7.","Caughey GH","Eur J Pharmacol","2016","2015/05/11","PMC4636979","NIHMS688969","10.1016/j.ejphar.2015.04.045"
"25944644","Mast Cell Activation Syndrome","Frieri M.","Clin Rev Allergy Immunol. 2018 Jun;54(3):353-365. doi: 10.1007/s12016-015-8487-6.","Frieri M","Clin Rev Allergy Immunol","2018","2015/05/07","","","10.1007/s12016-015-8487-6"
"25909362","Determination of plasma heparin level improves identification of systemic mast cell activation disease","Vysniauskaite M, Hertfelder HJ, Oldenburg J, Dreßen P, Brettner S, Homann J, Molderings GJ.","PLoS One. 2015 Apr 24;10(4):e0124912. doi: 10.1371/journal.pone.0124912. eCollection 2015.","Vysniauskaite M","PLoS One","2015","2015/04/25","PMC4409380","","10.1371/journal.pone.0124912"
"25725228","Pathogenesis, newly recognized etiologies, and management of idiopathic anaphylaxis","Kuhlen JL, Virkud YV.","Discov Med. 2015 Feb;19(103):137-44.","Kuhlen JL","Discov Med","2015","2015/03/01","PMC5862395","NIHMS894738",""
"25653920","Refractory intraoperative hypotension with elevated serum tryptase","Sprung J, Larson KJ, Divekar RD, Butterfield JH, Schwartz LB, Weingarten TN.","Asia Pac Allergy. 2015 Jan;5(1):47-50. doi: 10.5415/apallergy.2015.5.1.47. Epub 2015 Jan 28.","Sprung J","Asia Pac Allergy","2015","2015/02/06","PMC4313759","","10.5415/apallergy.2015.5.1.47"
