PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25670938","Successful prevention of extremely frequent and severe food anaphylaxis in three children by combined traditional Chinese medicine therapy","Lisann L, Song Y, Wang J, Ehrlich P, Maitland A, Li XM.","Allergy Asthma Clin Immunol. 2014 Dec 20;10(1):66. doi: 10.1186/s13223-014-0066-5. eCollection 2014.","Lisann L","Allergy Asthma Clin Immunol","2014","2015/02/12","PMC4322482","","10.1186/s13223-014-0066-5"
"25171546","Mast cell activation syndrome as a significant comorbidity in sickle cell disease","Afrin LB.","Am J Med Sci. 2014 Dec;348(6):460-4. doi: 10.1097/MAJ.0000000000000325.","Afrin LB","Am J Med Sci","2014","2014/08/30","PMC4242119","","10.1097/MAJ.0000000000000325"
"25113638","Prostaglandin D2-supplemented ""functional eicosanoid testing and typing"" assay with peripheral blood leukocytes as a new tool in the diagnosis of systemic mast cell activation disease: an explorative diagnostic study","Schäfer D, Dreßen P, Brettner S, Rath NF, Molderings GJ, Jensen K, Ziemann C.","J Transl Med. 2014 Aug 12;12:213. doi: 10.1186/s12967-014-0213-2.","Schäfer D","J Transl Med","2014","2014/08/13","PMC4283146","","10.1186/s12967-014-0213-2"
"24702655","Risk factors and management of severe life-threatening anaphylaxis in patients with clonal mast cell disorders","Valent P.","Clin Exp Allergy. 2014 Jul;44(7):914-20. doi: 10.1111/cea.12318.","Valent P","Clin Exp Allergy","2014","2014/04/08","PMC4603355","EMS65461","10.1111/cea.12318"
"24622794","Evidence for contribution of epigenetic mechanisms in the pathogenesis of systemic mast cell activation disease","Haenisch B, Fröhlich H, Herms S, Molderings GJ.","Immunogenetics. 2014 May;66(5):287-97. doi: 10.1007/s00251-014-0768-3. Epub 2014 Mar 14.","Haenisch B","Immunogenetics","2014","2014/03/14","","","10.1007/s00251-014-0768-3"
"24192267","Utility of hydroxyurea in mast cell activation syndrome","Afrin LB.","Exp Hematol Oncol. 2013 Oct 9;2(1):28. doi: 10.1186/2162-3619-2-28.","Afrin LB","Exp Hematol Oncol","2013","2013/11/07","PMC3851743","","10.1186/2162-3619-2-28"
"24150753","Primary mast cell disorders in children","Fried AJ, Akin C.","Curr Allergy Asthma Rep. 2013 Dec;13(6):693-701. doi: 10.1007/s11882-013-0392-6.","Fried AJ","Curr Allergy Asthma Rep","2013","2013/10/24","","","10.1007/s11882-013-0392-6"
"24098785","Familial occurrence of systemic mast cell activation disease","Molderings GJ, Haenisch B, Bogdanow M, Fimmers R, Nöthen MM.","PLoS One. 2013 Sep 30;8(9):e76241. doi: 10.1371/journal.pone.0076241. eCollection 2013.","Molderings GJ","PLoS One","2013","2013/10/08","PMC3787002","","10.1371/journal.pone.0076241"
"23675567","Guidelines and diagnostic algorithm for patients with suspected systemic mastocytosis: a proposal of the Austrian competence network (AUCNM)","Valent P, Aberer E, Beham-Schmid C, Fellinger C, Fuchs W, Gleixner KV, Greul R, Hadzijusufovic E, Hoermann G, Sperr WR, Wimazal F, Wöhrl S, Zahel B, Pehamberger H.","Am J Blood Res. 2013 May 5;3(2):174-80. Print 2013.","Valent P","Am J Blood Res","2013","2013/05/16","PMC3649810","",""
"23641383","Hymenoptera stings, anaphylactic shock and the kounis syndrome","Kounis NG.","N Am J Med Sci. 2013 Feb;5(2):159-60. doi: 10.4103/1947-2714.107545.","Kounis NG","N Am J Med Sci","2013","2013/05/04","PMC3624722","","10.4103/1947-2714.107545"
"23593539","Mastocytosis: a paradigmatic example of a rare disease with complex biology and pathology","Valent P.","Am J Cancer Res. 2013 Apr 3;3(2):159-72. Print 2013.","Valent P","Am J Cancer Res","2013","2013/04/18","PMC3623836","",""
"23385621","[Mast cell activation syndrome]","Brockow K.","Hautarzt. 2013 Feb;64(2):102-6. doi: 10.1007/s00105-012-2452-6.","Brockow K","Hautarzt","2013","2013/02/07","","","10.1007/s00105-012-2452-6"
"23212667","Immunology and clinical manifestations of non-clonal mast cell activation syndrome","Cardet JC, Castells MC, Hamilton MJ.","Curr Allergy Asthma Rep. 2013 Feb;13(1):10-8. doi: 10.1007/s11882-012-0326-8.","Cardet JC","Curr Allergy Asthma Rep","2013","2012/12/06","PMC3545645","NIHMS426735","10.1007/s11882-012-0326-8"
"23179866","Mast cell activation syndrome: a review","Frieri M, Patel R, Celestin J.","Curr Allergy Asthma Rep. 2013 Feb;13(1):27-32. doi: 10.1007/s11882-012-0322-z.","Frieri M","Curr Allergy Asthma Rep","2013","2012/11/27","","","10.1007/s11882-012-0322-z"
"23179435","European Competence Network on Mastocytosis (ECNM): 10-year jubilee, update, and future perspectives","Valent P, Arock M, Bonadonna P, Brockow K, Broesby-Olsen S, Escribano L, Gleixner KV, Grattan C, Hadzijusufovic E, Hägglund H, Hermine O, Horny HP, Kluin-Nelemans HC, Maurer M, Niedoszytko M, Nedoszytko B, Nilsson G, Oude-Elberink HN, Orfao A, Radia D, Reiter A, Siebenhaar F, Sotlar K, Sperr WR, Triggiani M, VanDoormaal JJ, Várkonyi J, Yavuz S, Hartmann K.","Wien Klin Wochenschr. 2012 Dec;124(23-24):807-14. doi: 10.1007/s00508-012-0293-z. Epub 2012 Nov 20.","Valent P","Wien Klin Wochenschr","2012","2012/11/27","","","10.1007/s00508-012-0293-z"
"22957768","Systemic mast cell activation disease: the role of molecular genetic alterations in pathogenesis, heritability and diagnostics","Haenisch B, Nöthen MM, Molderings GJ.","Immunology. 2012 Nov;137(3):197-205. doi: 10.1111/j.1365-2567.2012.03627.x.","Haenisch B","Immunology","2012","2012/09/11","PMC3482677","","10.1111/j.1365-2567.2012.03627.x"
"22747567","Perinatal stress, brain inflammation and risk of autism-review and proposal","Angelidou A, Asadi S, Alysandratos KD, Karagkouni A, Kourembanas S, Theoharides TC.","BMC Pediatr. 2012 Jul 2;12:89. doi: 10.1186/1471-2431-12-89.","Angelidou A","BMC Pediatr","2012","2012/07/04","PMC3496584","","10.1186/1471-2431-12-89"
"22541416","Prevention of anaphylaxis related to mast cell activation syndrome with omalizumab","Bell MC, Jackson DJ.","Ann Allergy Asthma Immunol. 2012 May;108(5):383-4. doi: 10.1016/j.anai.2012.02.021. Epub 2012 Mar 21.","Bell MC","Ann Allergy Asthma Immunol","2012","2012/05/01","PMC3340573","NIHMS365715","10.1016/j.anai.2012.02.021"
"22041891","Definitions, criteria and global classification of mast cell disorders with special reference to mast cell activation syndromes: a consensus proposal","Valent P, Akin C, Arock M, Brockow K, Butterfield JH, Carter MC, Castells M, Escribano L, Hartmann K, Lieberman P, Nedoszytko B, Orfao A, Schwartz LB, Sotlar K, Sperr WR, Triggiani M, Valenta R, Horny HP, Metcalfe DD.","Int Arch Allergy Immunol. 2012;157(3):215-25. doi: 10.1159/000328760. Epub 2011 Oct 27.","Valent P","Int Arch Allergy Immunol","2012","2011/11/02","PMC3224511","","10.1159/000328760"
"21523372","Update on diagnosis and treatment of mastocytosis","Brockow K, Ring J.","Curr Allergy Asthma Rep. 2011 Aug;11(4):292-9. doi: 10.1007/s11882-011-0199-2.","Brockow K","Curr Allergy Asthma Rep","2011","2011/04/28","","","10.1007/s11882-011-0199-2"
"21418662","Mast cell activation disease: a concise practical guide for diagnostic workup and therapeutic options","Molderings GJ, Brettner S, Homann J, Afrin LB.","J Hematol Oncol. 2011 Mar 22;4:10. doi: 10.1186/1756-8722-4-10.","Molderings GJ","J Hematol Oncol","2011","2011/03/23","PMC3069946","","10.1186/1756-8722-4-10"
"21210299","Brief report: ""allergic symptoms"" in children with Autism Spectrum Disorders. More than meets the eye?","Angelidou A, Alysandratos KD, Asadi S, Zhang B, Francis K, Vasiadi M, Kalogeromitros D, Theoharides TC.","J Autism Dev Disord. 2011 Nov;41(11):1579-85. doi: 10.1007/s10803-010-1171-z.","Angelidou A","J Autism Dev Disord","2011","2011/01/07","","","10.1007/s10803-010-1171-z"
