iteration,V1,V2,mean_diff,median_diff
47lhf8nt867lbBQf3X9tljce6,aha_kawasaki,migraine,-1.679044114943906e-5,0
47lhf8nt867lbBQf3X9tljce6,aha_kawasaki,slicc_sle,3.740597953572067e-5,0
47lhf8nt867lbBQf3X9tljce6,eular_acr_sle,migraine,8.892829873530239e-5,0
47lhf8nt867lbBQf3X9tljce6,eular_acr_sle,slicc_sle,-4.6609384559581635e-5,0
47lhf8nt867lbBQf3X9tljce6,migraine,slicc_sle,6.493550567243656e-5,0
3x4vYiKlhEGLfj7FlsYPdtUb9,mcas_consortium,mcas_alternative,9.782864261231872e-5,0
3x4vYiKlhEGLfj7FlsYPdtUb9,mcas_consortium,aha_kawasaki,-1.1450310043514822e-4,0
3x4vYiKlhEGLfj7FlsYPdtUb9,mcas_consortium,eular_acr_sle,-2.1114161075086457e-6,0
3x4vYiKlhEGLfj7FlsYPdtUb9,mcas_consortium,migraine,-8.690230208552308e-6,0
3x4vYiKlhEGLfj7FlsYPdtUb9,mcas_consortium,slicc_sle,-1.4723632670876619e-4,0
3x4vYiKlhEGLfj7FlsYPdtUb9,mcas_alternative,aha_kawasaki,-1.2768338427426862e-4,0
3x4vYiKlhEGLfj7FlsYPdtUb9,mcas_alternative,eular_acr_sle,-1.2277328207521698e-5,0
3x4vYiKlhEGLfj7FlsYPdtUb9,mcas_alternative,migraine,6.29644984994071e-5,0
3x4vYiKlhEGLfj7FlsYPdtUb9,mcas_alternative,slicc_sle,5.523766258463958e-5,0
3x4vYiKlhEGLfj7FlsYPdtUb9,aha_kawasaki,eular_acr_sle,1.0265203296233594e-4,0
3x4vYiKlhEGLfj7FlsYPdtUb9,aha_kawasaki,migraine,1.8148607162493668e-4,0
3x4vYiKlhEGLfj7FlsYPdtUb9,aha_kawasaki,slicc_sle,1.9689332645256297e-4,0
3x4vYiKlhEGLfj7FlsYPdtUb9,eular_acr_sle,migraine,-1.1375294145699044e-4,0
3x4vYiKlhEGLfj7FlsYPdtUb9,eular_acr_sle,slicc_sle,-7.646157389729069e-5,0
3x4vYiKlhEGLfj7FlsYPdtUb9,migraine,slicc_sle,-1.6037893624665234e-4,0
tWKx2HP3tKjYlQr9oiqbAI0a1,mcas_consortium,mcas_alternative,-3.8205464960250346e-5,0
tWKx2HP3tKjYlQr9oiqbAI0a1,mcas_consortium,aha_kawasaki,-1.621542743568405e-5,0
tWKx2HP3tKjYlQr9oiqbAI0a1,mcas_consortium,eular_acr_sle,7.969316138078941e-5,0
tWKx2HP3tKjYlQr9oiqbAI0a1,mcas_consortium,migraine,-7.621723742501363e-5,0
tWKx2HP3tKjYlQr9oiqbAI0a1,mcas_consortium,slicc_sle,-2.121634384177895e-6,0
tWKx2HP3tKjYlQr9oiqbAI0a1,mcas_alternative,aha_kawasaki,-2.876613299684916e-5,0
tWKx2HP3tKjYlQr9oiqbAI0a1,mcas_alternative,eular_acr_sle,-1.7451421345571205e-5,0
tWKx2HP3tKjYlQr9oiqbAI0a1,mcas_alternative,migraine,-2.840802700776468e-5,0
tWKx2HP3tKjYlQr9oiqbAI0a1,mcas_alternative,slicc_sle,-5.2094542420610956e-5,0
tWKx2HP3tKjYlQr9oiqbAI0a1,aha_kawasaki,eular_acr_sle,-9.44185349881499e-5,0
tWKx2HP3tKjYlQr9oiqbAI0a1,aha_kawasaki,migraine,-1.1979324924304979e-4,0
tWKx2HP3tKjYlQr9oiqbAI0a1,aha_kawasaki,slicc_sle,2.1887208364945732e-4,0
tWKx2HP3tKjYlQr9oiqbAI0a1,eular_acr_sle,migraine,1.3728374848676062e-4,0
tWKx2HP3tKjYlQr9oiqbAI0a1,eular_acr_sle,slicc_sle,9.801584426594179e-5,0
tWKx2HP3tKjYlQr9oiqbAI0a1,migraine,slicc_sle,2.127707399124379e-5,0
erNPonGJ4xJnOgsnPeyDA3HuP,mcas_consortium,mcas_alternative,2.0898256798185244e-5,0
erNPonGJ4xJnOgsnPeyDA3HuP,mcas_consortium,aha_kawasaki,-7.916761247317439e-5,0
erNPonGJ4xJnOgsnPeyDA3HuP,mcas_consortium,eular_acr_sle,3.7545197368760164e-5,0
erNPonGJ4xJnOgsnPeyDA3HuP,mcas_consortium,migraine,5.0147322128490934e-5,0
erNPonGJ4xJnOgsnPeyDA3HuP,mcas_consortium,slicc_sle,-1.472088426479612e-4,0
erNPonGJ4xJnOgsnPeyDA3HuP,mcas_alternative,aha_kawasaki,-5.751903658401947e-5,0
erNPonGJ4xJnOgsnPeyDA3HuP,mcas_alternative,eular_acr_sle,9.885414693644456e-5,0
erNPonGJ4xJnOgsnPeyDA3HuP,mcas_alternative,migraine,6.258178792328817e-5,0
erNPonGJ4xJnOgsnPeyDA3HuP,mcas_alternative,slicc_sle,5.3451370201962334e-5,0
erNPonGJ4xJnOgsnPeyDA3HuP,aha_kawasaki,eular_acr_sle,-1.6927287321466533e-4,0
erNPonGJ4xJnOgsnPeyDA3HuP,aha_kawasaki,migraine,2.082300574313134e-5,0
erNPonGJ4xJnOgsnPeyDA3HuP,aha_kawasaki,slicc_sle,-4.533981014698263e-5,0
erNPonGJ4xJnOgsnPeyDA3HuP,eular_acr_sle,migraine,-6.125890775088294e-6,0
erNPonGJ4xJnOgsnPeyDA3HuP,eular_acr_sle,slicc_sle,-2.0286060788077265e-5,0
erNPonGJ4xJnOgsnPeyDA3HuP,migraine,slicc_sle,1.0689747047265552e-4,0
n9fK88dihJ9YYuibJmMEt0KFP,mcas_consortium,mcas_alternative,4.425988903922207e-5,0
n9fK88dihJ9YYuibJmMEt0KFP,mcas_consortium,aha_kawasaki,1.5402733949232417e-4,0
n9fK88dihJ9YYuibJmMEt0KFP,mcas_consortium,eular_acr_sle,-1.3306360096965175e-4,0
n9fK88dihJ9YYuibJmMEt0KFP,mcas_consortium,migraine,1.0981333032600293e-4,0
n9fK88dihJ9YYuibJmMEt0KFP,mcas_consortium,slicc_sle,-5.2686789979827786e-5,0
n9fK88dihJ9YYuibJmMEt0KFP,mcas_alternative,aha_kawasaki,1.3042805023089077e-4,0
n9fK88dihJ9YYuibJmMEt0KFP,mcas_alternative,eular_acr_sle,-4.74623902768645e-6,0
n9fK88dihJ9YYuibJmMEt0KFP,mcas_alternative,migraine,-5.554974210109087e-5,0
n9fK88dihJ9YYuibJmMEt0KFP,mcas_alternative,slicc_sle,2.0575931726629637e-4,0
n9fK88dihJ9YYuibJmMEt0KFP,aha_kawasaki,eular_acr_sle,-5.264675075700165e-5,0
n9fK88dihJ9YYuibJmMEt0KFP,aha_kawasaki,migraine,5.823129050774867e-5,0
n9fK88dihJ9YYuibJmMEt0KFP,aha_kawasaki,slicc_sle,-9.277501204951744e-5,0
n9fK88dihJ9YYuibJmMEt0KFP,eular_acr_sle,migraine,3.779979417339874e-5,0
n9fK88dihJ9YYuibJmMEt0KFP,eular_acr_sle,slicc_sle,6.206896267368922e-5,0
n9fK88dihJ9YYuibJmMEt0KFP,migraine,slicc_sle,-1.088532654058838e-4,0
zPgEFGRklIz3dJAucmZsgIuN3,mcas_consortium,mcas_alternative,8.843752340870203e-5,0
zPgEFGRklIz3dJAucmZsgIuN3,mcas_consortium,aha_kawasaki,-1.8011652253679955e-5,0
zPgEFGRklIz3dJAucmZsgIuN3,mcas_consortium,eular_acr_sle,1.4612731038632365e-4,0
zPgEFGRklIz3dJAucmZsgIuN3,mcas_consortium,migraine,1.1185915648104228e-4,0
zPgEFGRklIz3dJAucmZsgIuN3,mcas_consortium,slicc_sle,-2.020589671247741e-5,0
zPgEFGRklIz3dJAucmZsgIuN3,mcas_alternative,aha_kawasaki,7.891821516781139e-5,0
zPgEFGRklIz3dJAucmZsgIuN3,mcas_alternative,eular_acr_sle,-1.208536781760472e-5,0
zPgEFGRklIz3dJAucmZsgIuN3,mcas_alternative,migraine,-1.825346737653888e-4,-0.005494505494505586
zPgEFGRklIz3dJAucmZsgIuN3,mcas_alternative,slicc_sle,1.7321154595628663e-5,0
zPgEFGRklIz3dJAucmZsgIuN3,aha_kawasaki,eular_acr_sle,1.8511011290767154e-4,0
zPgEFGRklIz3dJAucmZsgIuN3,aha_kawasaki,migraine,2.345344660786841e-4,0
zPgEFGRklIz3dJAucmZsgIuN3,aha_kawasaki,slicc_sle,5.26617864629042e-5,0
zPgEFGRklIz3dJAucmZsgIuN3,eular_acr_sle,migraine,-7.430459630075603e-5,0
zPgEFGRklIz3dJAucmZsgIuN3,eular_acr_sle,slicc_sle,1.0674483314299099e-4,0
zPgEFGRklIz3dJAucmZsgIuN3,migraine,slicc_sle,-1.733827420259404e-4,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,mcas_consortium,mcas_alternative,-4.638385696653646e-5,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,mcas_consortium,aha_kawasaki,1.0595198751151003e-4,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,mcas_consortium,eular_acr_sle,1.0128415942911584e-4,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,mcas_consortium,migraine,-3.141680055810392e-4,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,mcas_consortium,slicc_sle,-5.531513510770303e-5,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,mcas_alternative,aha_kawasaki,-1.3081678496829063e-4,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,mcas_alternative,eular_acr_sle,-1.877459852055452e-4,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,mcas_alternative,migraine,6.669771634126853e-5,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,mcas_alternative,slicc_sle,-1.187474235021524e-4,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,aha_kawasaki,eular_acr_sle,1.0136612139211021e-4,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,aha_kawasaki,migraine,1.0726227610946548e-4,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,aha_kawasaki,slicc_sle,-6.354429337662726e-5,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,eular_acr_sle,migraine,1.0832558397444458e-4,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,eular_acr_sle,slicc_sle,-2.2761835351547965e-5,0
2fVJgwW2H3Hu3XN7oUEuE0Hdi,migraine,slicc_sle,-9.087905598337276e-5,0
C297wQCseZRfrUTMgmMGfDLPa,mcas_consortium,mcas_alternative,2.2056351408306085e-4,0
C297wQCseZRfrUTMgmMGfDLPa,mcas_consortium,aha_kawasaki,-1.2464968455350167e-4,0
C297wQCseZRfrUTMgmMGfDLPa,mcas_consortium,eular_acr_sle,-4.0278666914472794e-5,0
C297wQCseZRfrUTMgmMGfDLPa,mcas_consortium,migraine,2.1804491526611347e-4,0
C297wQCseZRfrUTMgmMGfDLPa,mcas_consortium,slicc_sle,1.4373543189227789e-5,0
C297wQCseZRfrUTMgmMGfDLPa,mcas_alternative,aha_kawasaki,-4.292984744302952e-5,0
C297wQCseZRfrUTMgmMGfDLPa,mcas_alternative,eular_acr_sle,3.444595313928378e-5,0
C297wQCseZRfrUTMgmMGfDLPa,mcas_alternative,migraine,1.80613572893229e-4,0
C297wQCseZRfrUTMgmMGfDLPa,mcas_alternative,slicc_sle,2.4169710176125125e-4,0
C297wQCseZRfrUTMgmMGfDLPa,aha_kawasaki,eular_acr_sle,2.2216735399371856e-5,0
C297wQCseZRfrUTMgmMGfDLPa,aha_kawasaki,migraine,3.816516182164609e-5,0
C297wQCseZRfrUTMgmMGfDLPa,aha_kawasaki,slicc_sle,-1.5368714739727452e-6,0
C297wQCseZRfrUTMgmMGfDLPa,eular_acr_sle,migraine,-4.3374701717779907e-5,0
C297wQCseZRfrUTMgmMGfDLPa,eular_acr_sle,slicc_sle,-6.429298041044085e-5,0
C297wQCseZRfrUTMgmMGfDLPa,migraine,slicc_sle,4.806007500113285e-5,0
RKDltPM2P4AzcDE9R0VGvJUQy,mcas_consortium,mcas_alternative,8.650835116696953e-6,0
RKDltPM2P4AzcDE9R0VGvJUQy,mcas_consortium,aha_kawasaki,1.564947532284311e-5,0
RKDltPM2P4AzcDE9R0VGvJUQy,mcas_consortium,eular_acr_sle,4.045260614127244e-5,0
RKDltPM2P4AzcDE9R0VGvJUQy,mcas_consortium,migraine,3.0196675133598028e-5,0
RKDltPM2P4AzcDE9R0VGvJUQy,mcas_consortium,slicc_sle,8.705564539890354e-5,0
RKDltPM2P4AzcDE9R0VGvJUQy,mcas_alternative,aha_kawasaki,1.4129882211477707e-4,0
RKDltPM2P4AzcDE9R0VGvJUQy,mcas_alternative,eular_acr_sle,1.5391581273771493e-4,0
RKDltPM2P4AzcDE9R0VGvJUQy,mcas_alternative,migraine,-1.2299523493619624e-4,0
RKDltPM2P4AzcDE9R0VGvJUQy,mcas_alternative,slicc_sle,2.7644831487250165e-4,0
RKDltPM2P4AzcDE9R0VGvJUQy,aha_kawasaki,eular_acr_sle,1.1204271537434973e-4,0
RKDltPM2P4AzcDE9R0VGvJUQy,aha_kawasaki,migraine,4.347685600680773e-5,0
RKDltPM2P4AzcDE9R0VGvJUQy,aha_kawasaki,slicc_sle,-1.4918141419306696e-4,0
RKDltPM2P4AzcDE9R0VGvJUQy,eular_acr_sle,migraine,1.1001177810188167e-4,0
RKDltPM2P4AzcDE9R0VGvJUQy,eular_acr_sle,slicc_sle,-1.564913987717187e-4,0
RKDltPM2P4AzcDE9R0VGvJUQy,migraine,slicc_sle,-3.076902894172395e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,mcas_consortium,mcas_alternative,1.1492629650478037e-4,0
pLRikPtMkfFp5sQoeN4Z4V5qF,mcas_consortium,aha_kawasaki,4.68398438534523e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,mcas_consortium,eular_acr_sle,1.882376107698036e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,mcas_consortium,migraine,-5.557011238122023e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,mcas_consortium,slicc_sle,-6.47925488983514e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,mcas_alternative,aha_kawasaki,-7.561999603133973e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,mcas_alternative,eular_acr_sle,-1.0224788807300378e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,mcas_alternative,migraine,6.772259482756837e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,mcas_alternative,slicc_sle,-5.912958957166037e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,aha_kawasaki,eular_acr_sle,-4.60718531312132e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,aha_kawasaki,migraine,8.376564866441338e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,aha_kawasaki,slicc_sle,9.904329349241792e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,eular_acr_sle,migraine,6.809968536081179e-6,0
pLRikPtMkfFp5sQoeN4Z4V5qF,eular_acr_sle,slicc_sle,4.383364149918023e-5,0
pLRikPtMkfFp5sQoeN4Z4V5qF,migraine,slicc_sle,1.1726800971645357e-4,0
bVfr5ukYrZIeN8pa9cVfCmiR0,mcas_consortium,mcas_alternative,2.7138638674983895e-5,0
bVfr5ukYrZIeN8pa9cVfCmiR0,mcas_consortium,aha_kawasaki,6.02891684761131e-5,0
bVfr5ukYrZIeN8pa9cVfCmiR0,mcas_consortium,eular_acr_sle,1.7994446045555e-5,0
bVfr5ukYrZIeN8pa9cVfCmiR0,mcas_consortium,migraine,-1.6785808699615323e-4,0
bVfr5ukYrZIeN8pa9cVfCmiR0,mcas_consortium,slicc_sle,-1.2036037031970537e-4,0
bVfr5ukYrZIeN8pa9cVfCmiR0,mcas_alternative,aha_kawasaki,-2.5222111801226355e-5,0
bVfr5ukYrZIeN8pa9cVfCmiR0,mcas_alternative,eular_acr_sle,-4.7987804026927705e-5,0
bVfr5ukYrZIeN8pa9cVfCmiR0,mcas_alternative,migraine,-1.6401637591612062e-4,0
bVfr5ukYrZIeN8pa9cVfCmiR0,mcas_alternative,slicc_sle,5.185710698296653e-6,0
bVfr5ukYrZIeN8pa9cVfCmiR0,aha_kawasaki,eular_acr_sle,-2.4410453948453537e-4,0
bVfr5ukYrZIeN8pa9cVfCmiR0,aha_kawasaki,migraine,1.8265022971530875e-5,0
bVfr5ukYrZIeN8pa9cVfCmiR0,aha_kawasaki,slicc_sle,-1.7009897578590394e-4,0
bVfr5ukYrZIeN8pa9cVfCmiR0,eular_acr_sle,migraine,1.0101136832818547e-4,0
bVfr5ukYrZIeN8pa9cVfCmiR0,eular_acr_sle,slicc_sle,-8.965075690758884e-5,0
bVfr5ukYrZIeN8pa9cVfCmiR0,migraine,slicc_sle,3.677322469580746e-4,0
qZwyzkfZMg5fq0AaDKs5cz3j7,mcas_consortium,mcas_alternative,-2.7326215222278627e-5,0
qZwyzkfZMg5fq0AaDKs5cz3j7,mcas_consortium,aha_kawasaki,-5.6987243027273315e-5,0
qZwyzkfZMg5fq0AaDKs5cz3j7,mcas_consortium,eular_acr_sle,2.079928120723995e-5,0
qZwyzkfZMg5fq0AaDKs5cz3j7,mcas_consortium,migraine,1.038270237726513e-4,0
qZwyzkfZMg5fq0AaDKs5cz3j7,mcas_consortium,slicc_sle,8.578346776944024e-5,0
qZwyzkfZMg5fq0AaDKs5cz3j7,mcas_alternative,aha_kawasaki,-1.0739667881187742e-4,0
qZwyzkfZMg5fq0AaDKs5cz3j7,mcas_alternative,eular_acr_sle,-1.3385443190894186e-4,0
qZwyzkfZMg5fq0AaDKs5cz3j7,mcas_alternative,migraine,2.1699347560399929e-4,0.005494505494505586
qZwyzkfZMg5fq0AaDKs5cz3j7,mcas_alternative,slicc_sle,-5.9319872216190284e-5,0
qZwyzkfZMg5fq0AaDKs5cz3j7,aha_kawasaki,eular_acr_sle,2.7935628524877743e-5,0
qZwyzkfZMg5fq0AaDKs5cz3j7,aha_kawasaki,migraine,-2.9643423488878717e-5,0
qZwyzkfZMg5fq0AaDKs5cz3j7,aha_kawasaki,slicc_sle,-7.992655074040567e-5,0
qZwyzkfZMg5fq0AaDKs5cz3j7,eular_acr_sle,migraine,3.2133394129074677e-4,0
qZwyzkfZMg5fq0AaDKs5cz3j7,eular_acr_sle,slicc_sle,-3.39579319762473e-5,0
qZwyzkfZMg5fq0AaDKs5cz3j7,migraine,slicc_sle,2.5725977899182517e-5,0
afVDOaEg1myhjETRc0cwU19DQ,mcas_consortium,mcas_alternative,-5.964764208221673e-6,0
afVDOaEg1myhjETRc0cwU19DQ,mcas_consortium,aha_kawasaki,1.4784370751341758e-4,0
afVDOaEg1myhjETRc0cwU19DQ,mcas_consortium,eular_acr_sle,-5.286448324204329e-6,0
afVDOaEg1myhjETRc0cwU19DQ,mcas_consortium,migraine,-2.0289940289097697e-4,0
afVDOaEg1myhjETRc0cwU19DQ,mcas_consortium,slicc_sle,-1.3751672496908895e-4,0
afVDOaEg1myhjETRc0cwU19DQ,mcas_alternative,aha_kawasaki,-6.463113995036629e-5,0
afVDOaEg1myhjETRc0cwU19DQ,mcas_alternative,eular_acr_sle,-6.373190366526504e-5,0
afVDOaEg1myhjETRc0cwU19DQ,mcas_alternative,migraine,-1.703041002634187e-4,-0.005494505494505586
afVDOaEg1myhjETRc0cwU19DQ,mcas_alternative,slicc_sle,-2.030160001099679e-4,0
afVDOaEg1myhjETRc0cwU19DQ,aha_kawasaki,eular_acr_sle,-1.688892822955257e-4,0
afVDOaEg1myhjETRc0cwU19DQ,aha_kawasaki,migraine,-5.760136041277342e-5,0
afVDOaEg1myhjETRc0cwU19DQ,aha_kawasaki,slicc_sle,-8.432996440177476e-5,0
afVDOaEg1myhjETRc0cwU19DQ,eular_acr_sle,migraine,-3.0709915663007514e-5,0
afVDOaEg1myhjETRc0cwU19DQ,eular_acr_sle,slicc_sle,-9.662669937582358e-5,0
afVDOaEg1myhjETRc0cwU19DQ,migraine,slicc_sle,-7.510540705468749e-6,0
M7Vrf5FwCx6x7YZs74ESPsB8S,mcas_consortium,mcas_alternative,-8.255056239714342e-5,0
M7Vrf5FwCx6x7YZs74ESPsB8S,mcas_consortium,aha_kawasaki,1.9745095898415777e-5,0
M7Vrf5FwCx6x7YZs74ESPsB8S,mcas_consortium,eular_acr_sle,-1.1198259816347367e-4,0
M7Vrf5FwCx6x7YZs74ESPsB8S,mcas_consortium,migraine,8.778879003057405e-5,0
M7Vrf5FwCx6x7YZs74ESPsB8S,mcas_consortium,slicc_sle,6.373731463726884e-5,0
M7Vrf5FwCx6x7YZs74ESPsB8S,mcas_alternative,aha_kawasaki,-7.000446806315619e-5,0
M7Vrf5FwCx6x7YZs74ESPsB8S,mcas_alternative,eular_acr_sle,-2.9629104715489518e-5,0
M7Vrf5FwCx6x7YZs74ESPsB8S,mcas_alternative,migraine,9.052085419858358e-5,0.005494505494505586
M7Vrf5FwCx6x7YZs74ESPsB8S,mcas_alternative,slicc_sle,-1.464247450378986e-4,0
M7Vrf5FwCx6x7YZs74ESPsB8S,aha_kawasaki,eular_acr_sle,1.1858345815385363e-4,0
M7Vrf5FwCx6x7YZs74ESPsB8S,aha_kawasaki,migraine,-1.4929431519539182e-4,0
M7Vrf5FwCx6x7YZs74ESPsB8S,aha_kawasaki,slicc_sle,-1.049983618908179e-4,0
M7Vrf5FwCx6x7YZs74ESPsB8S,eular_acr_sle,migraine,-7.079131678588979e-5,0
M7Vrf5FwCx6x7YZs74ESPsB8S,eular_acr_sle,slicc_sle,1.1210242548487237e-4,0
M7Vrf5FwCx6x7YZs74ESPsB8S,migraine,slicc_sle,-2.1101547813540122e-5,0
p52z5NyoWHzJ8rigB9YPYbJMq,mcas_consortium,mcas_alternative,-1.11358535425099e-5,0
p52z5NyoWHzJ8rigB9YPYbJMq,mcas_consortium,aha_kawasaki,4.714586190235348e-5,0
p52z5NyoWHzJ8rigB9YPYbJMq,mcas_consortium,eular_acr_sle,1.4556659611919542e-4,0
p52z5NyoWHzJ8rigB9YPYbJMq,mcas_consortium,migraine,5.6194485287153206e-5,0
p52z5NyoWHzJ8rigB9YPYbJMq,mcas_consortium,slicc_sle,7.15519998837344e-5,0
p52z5NyoWHzJ8rigB9YPYbJMq,mcas_alternative,aha_kawasaki,-1.6792770941953528e-4,0
p52z5NyoWHzJ8rigB9YPYbJMq,mcas_alternative,eular_acr_sle,-2.014643887160439e-5,0
p52z5NyoWHzJ8rigB9YPYbJMq,mcas_alternative,migraine,-1.540170106480998e-4,0
p52z5NyoWHzJ8rigB9YPYbJMq,mcas_alternative,slicc_sle,1.9175269347204704e-4,0
p52z5NyoWHzJ8rigB9YPYbJMq,aha_kawasaki,eular_acr_sle,-1.432265833278823e-5,0
p52z5NyoWHzJ8rigB9YPYbJMq,aha_kawasaki,migraine,1.566221145431479e-4,0
p52z5NyoWHzJ8rigB9YPYbJMq,aha_kawasaki,slicc_sle,5.3830889730765996e-5,0
p52z5NyoWHzJ8rigB9YPYbJMq,eular_acr_sle,migraine,5.7797293510519765e-5,0
p52z5NyoWHzJ8rigB9YPYbJMq,eular_acr_sle,slicc_sle,-1.8463364026810591e-4,0
p52z5NyoWHzJ8rigB9YPYbJMq,migraine,slicc_sle,-1.5649021767005777e-4,0
AFc9d4aG6irG0Sp7EbaTmxXWu,mcas_consortium,mcas_alternative,9.956692927926003e-5,0
AFc9d4aG6irG0Sp7EbaTmxXWu,mcas_consortium,aha_kawasaki,-1.5589957186923353e-4,0
AFc9d4aG6irG0Sp7EbaTmxXWu,mcas_consortium,eular_acr_sle,-3.467792620803767e-5,0
AFc9d4aG6irG0Sp7EbaTmxXWu,mcas_consortium,migraine,1.715756170038718e-4,0
AFc9d4aG6irG0Sp7EbaTmxXWu,mcas_consortium,slicc_sle,3.0384672408789726e-5,0
AFc9d4aG6irG0Sp7EbaTmxXWu,mcas_alternative,aha_kawasaki,7.024898786112121e-5,0
AFc9d4aG6irG0Sp7EbaTmxXWu,mcas_alternative,eular_acr_sle,-5.222200829646528e-5,0
AFc9d4aG6irG0Sp7EbaTmxXWu,mcas_alternative,migraine,-2.214582418506028e-4,0
AFc9d4aG6irG0Sp7EbaTmxXWu,mcas_alternative,slicc_sle,2.6115982868624155e-4,0
AFc9d4aG6irG0Sp7EbaTmxXWu,aha_kawasaki,eular_acr_sle,-4.211157201983173e-5,0
AFc9d4aG6irG0Sp7EbaTmxXWu,aha_kawasaki,migraine,3.936836808626776e-5,0
AFc9d4aG6irG0Sp7EbaTmxXWu,aha_kawasaki,slicc_sle,-6.149101593921902e-5,0
AFc9d4aG6irG0Sp7EbaTmxXWu,eular_acr_sle,migraine,-8.37801386850412e-5,0
AFc9d4aG6irG0Sp7EbaTmxXWu,eular_acr_sle,slicc_sle,1.7966659184975864e-4,0
AFc9d4aG6irG0Sp7EbaTmxXWu,migraine,slicc_sle,-1.6766865344930437e-4,0
hTL4Lokx2OrIPKOfxxnU0Xtss,mcas_consortium,mcas_alternative,6.265182228759603e-5,0
hTL4Lokx2OrIPKOfxxnU0Xtss,mcas_consortium,aha_kawasaki,1.3495549618713909e-5,0
hTL4Lokx2OrIPKOfxxnU0Xtss,mcas_consortium,eular_acr_sle,-1.540492553124828e-4,0
hTL4Lokx2OrIPKOfxxnU0Xtss,mcas_consortium,migraine,4.036089806302989e-5,0
hTL4Lokx2OrIPKOfxxnU0Xtss,mcas_consortium,slicc_sle,-2.936774506291373e-4,0
hTL4Lokx2OrIPKOfxxnU0Xtss,mcas_alternative,aha_kawasaki,4.443187439306939e-6,0
hTL4Lokx2OrIPKOfxxnU0Xtss,mcas_alternative,eular_acr_sle,-1.6857663397595868e-4,0
hTL4Lokx2OrIPKOfxxnU0Xtss,mcas_alternative,migraine,-1.3195733263249299e-4,0
hTL4Lokx2OrIPKOfxxnU0Xtss,mcas_alternative,slicc_sle,-3.1476461615276285e-05,0
hTL4Lokx2OrIPKOfxxnU0Xtss,aha_kawasaki,eular_acr_sle,-6.223810103667127e-5,0
hTL4Lokx2OrIPKOfxxnU0Xtss,aha_kawasaki,migraine,2.280914127694711e-5,0
hTL4Lokx2OrIPKOfxxnU0Xtss,aha_kawasaki,slicc_sle,-1.2092371619387698e-4,0
hTL4Lokx2OrIPKOfxxnU0Xtss,eular_acr_sle,migraine,1.468476023922527e-4,0
hTL4Lokx2OrIPKOfxxnU0Xtss,eular_acr_sle,slicc_sle,2.6493594395216036e-5,0
hTL4Lokx2OrIPKOfxxnU0Xtss,migraine,slicc_sle,-2.111159766874371e-4,0
hlEoMdwLkMLtezsdLrTVTyBFL,mcas_consortium,mcas_alternative,-5.6566111550249154e-5,0
hlEoMdwLkMLtezsdLrTVTyBFL,mcas_consortium,aha_kawasaki,-1.75295385475005e-5,0
hlEoMdwLkMLtezsdLrTVTyBFL,mcas_consortium,eular_acr_sle,4.726036853597293e-5,0
hlEoMdwLkMLtezsdLrTVTyBFL,mcas_consortium,migraine,-6.37926686669621e-5,0
hlEoMdwLkMLtezsdLrTVTyBFL,mcas_consortium,slicc_sle,-3.623318742583814e-4,0
hlEoMdwLkMLtezsdLrTVTyBFL,mcas_alternative,aha_kawasaki,-1.0042225162065765e-4,0
hlEoMdwLkMLtezsdLrTVTyBFL,mcas_alternative,eular_acr_sle,-1.5057620490255275e-4,0
hlEoMdwLkMLtezsdLrTVTyBFL,mcas_alternative,migraine,1.311006971693729e-5,0
hlEoMdwLkMLtezsdLrTVTyBFL,mcas_alternative,slicc_sle,-5.031459605830957e-5,0
hlEoMdwLkMLtezsdLrTVTyBFL,aha_kawasaki,eular_acr_sle,1.9943430286173403e-4,0
hlEoMdwLkMLtezsdLrTVTyBFL,aha_kawasaki,migraine,5.039397738670903e-5,0
hlEoMdwLkMLtezsdLrTVTyBFL,aha_kawasaki,slicc_sle,1.670727892333357e-5,0
